,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
4140,f,moderate,f,4,Visitacion Valley,94134.0,37.719753091853256,-122.40177951783537,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,30,27,88.0,9.0,8.0,10.0,10.0,9.0,9.0,180.0
4141,f,moderate,t,2,Twin Peaks,94131.0,37.74894801966025,-122.44704082839478,House,Entire home/apt,5,2.0,2.0,3.0,Real Bed,2,15,95.0,9.0,10.0,10.0,10.0,9.0,8.0,300.0
4142,t,strict_14_with_grace_period,t,3,South of Market,94107.0,37.77578474010362,-122.40054060596155,Loft,Private room,4,1.0,1.0,3.0,Real Bed,1,108,96.0,10.0,10.0,10.0,10.0,10.0,9.0,135.0
4143,f,moderate,f,4,Visitacion Valley,94134.0,37.71969675558262,-122.4008600166164,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,20,90.0,9.0,9.0,10.0,10.0,9.0,9.0,70.0
4144,f,strict_14_with_grace_period,t,2,Nob Hill,94109.0,37.79659483108448,-122.41603051285595,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,30,18,79.0,9.0,7.0,9.0,9.0,10.0,9.0,80.0
4145,t,moderate,f,3,Seacliff,94121.0,37.786234513237254,-122.49341722264116,House,Entire home/apt,7,3.5,4.0,0.0,Real Bed,1,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3394.0
4146,t,flexible,f,3,South of Market,94103.0,37.77745886044524,-122.40829922486724,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,6,97.0,10.0,10.0,9.0,9.0,9.0,9.0,249.0
4148,f,strict_14_with_grace_period,t,49,Financial District,94111.0,37.79557306451093,-122.39841799808887,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,31,2,90.0,8.0,10.0,6.0,9.0,10.0,9.0,130.0
4149,f,moderate,f,2,Castro/Upper Market,94114.0,37.75983474974737,-122.43527468572681,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,2,69,99.0,10.0,10.0,10.0,10.0,10.0,10.0,188.0
4150,f,flexible,f,1,Inner Richmond,94118.0,37.77761790861284,-122.45972522899295,Guest suite,Entire home/apt,4,1.0,1.0,1.0,Real Bed,30,2,100.0,10.0,10.0,9.0,10.0,10.0,10.0,100.0
4151,t,strict_14_with_grace_period,t,2,Excelsior,94112.0,37.73094807457697,-122.42725742032069,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,2,9,100.0,10.0,9.0,10.0,10.0,10.0,10.0,90.0
4154,t,moderate,f,2,Mission,94103.0,37.76398034557759,-122.4238301447168,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,30,44,96.0,10.0,10.0,10.0,10.0,10.0,9.0,400.0
4155,f,strict_14_with_grace_period,t,2,Nob Hill,94109.0,37.79339821505216,-122.4148612319071,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,164.0
4156,f,strict_14_with_grace_period,f,1,Inner Sunset,94122.0,37.76170623186079,-122.46836307316299,House,Entire home/apt,7,2.0,4.0,5.0,Real Bed,5,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,395.0
4157,t,moderate,f,1,Bernal Heights,94110.0,37.74467566309916,-122.42064795349036,Apartment,Entire home/apt,4,2.0,1.0,2.0,Real Bed,31,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,320.0
4158,f,moderate,f,1,Inner Richmond,94118.0,37.780922811371205,-122.46880747262907,House,Entire home/apt,6,2.0,2.0,4.0,Real Bed,30,23,90.0,9.0,9.0,10.0,10.0,10.0,9.0,221.0
4159,f,flexible,f,5,Marina,94123.0,37.80318312398112,-122.43837028057631,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
4160,f,flexible,t,1,Potrero Hill,94107.0,37.75461180532339,-122.40225710798258,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
4161,f,flexible,f,4,Inner Richmond,94118.0,37.783448394983694,-122.46331424710606,House,Private room,3,2.0,1.0,2.0,Real Bed,1,129,93.0,10.0,9.0,10.0,10.0,10.0,9.0,90.0
4162,t,moderate,f,2,Bernal Heights,94110.0,37.745908579032026,-122.41013038984262,House,Entire home/apt,6,1.5,2.0,2.0,Real Bed,3,31,98.0,10.0,10.0,10.0,10.0,10.0,9.0,400.0
4163,f,moderate,f,1,Haight Ashbury,94117.0,37.77014147332605,-122.44521092828772,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,4,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
4164,f,flexible,t,17,Noe Valley,94114.0,37.754128089537566,-122.42838917227388,House,Shared room,3,2.0,1.0,3.0,Real Bed,30,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,31.0
4165,f,flexible,t,17,Noe Valley,94114.0,37.75330475074918,-122.42842687404594,House,Shared room,3,2.0,1.0,3.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,39.0
4166,f,flexible,t,17,Noe Valley,94114.0,37.75190689523816,-122.43040487662668,House,Shared room,4,2.0,1.0,4.0,Real Bed,30,2,90.0,9.0,8.0,9.0,10.0,9.0,9.0,39.0
4167,t,strict_14_with_grace_period,t,2,Western Addition,94117.0,37.77483403176308,-122.43406376841236,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
4168,f,flexible,f,37,Nob Hill,94109.0,37.791686056914365,-122.4201591355266,Apartment,Shared room,2,5.0,1.0,2.0,Real Bed,30,3,93.0,9.0,9.0,10.0,9.0,9.0,9.0,42.0
4169,f,flexible,f,37,Nob Hill,94109.0,37.79136194446724,-122.42006983660632,Apartment,Shared room,2,5.0,1.0,2.0,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,43.0
4170,f,flexible,f,37,Nob Hill,94109.0,37.791523958506076,-122.41943760585116,Apartment,Private room,2,5.0,1.0,1.0,Real Bed,30,2,100.0,9.0,8.0,10.0,10.0,10.0,9.0,60.0
4171,f,moderate,f,1,West of Twin Peaks,94127.0,37.74558618742461,-122.45882006294016,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
4172,f,flexible,t,2,Castro/Upper Market,94114.0,37.763317333375454,-122.44028723470603,House,Private room,1,1.0,1.0,1.0,Real Bed,60,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
4173,t,flexible,t,37,Chinatown,94108.0,37.791241424461475,-122.4064521663998,Boutique hotel,Private room,2,1.0,0.0,1.0,Real Bed,2,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
4174,f,flexible,f,4,Inner Richmond,94118.0,37.78358790127536,-122.46352912369551,House,Private room,3,2.0,1.0,2.0,Real Bed,1,117,92.0,9.0,9.0,10.0,10.0,9.0,9.0,80.0
4175,f,strict_14_with_grace_period,f,47,South of Market,94103.0,37.779097918781375,-122.40579044911007,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
4176,f,flexible,t,2,Glen Park,94131.0,37.73876898758806,-122.42884739310955,House,Private room,2,1.0,1.0,1.0,Real Bed,30,23,90.0,9.0,9.0,9.0,9.0,9.0,9.0,120.0
4177,f,strict_14_with_grace_period,f,86,Mission,94103.0,37.76522169599722,-122.41834020699923,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,68.0
4178,f,moderate,t,1,Outer Sunset,94122.0,37.76174808176334,-122.49367277224701,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,130,89.0,9.0,9.0,10.0,10.0,9.0,9.0,85.0
4179,f,moderate,f,4,Russian Hill,94109.0,37.80065077254781,-122.42367608214927,House,Private room,3,1.0,1.0,1.0,Real Bed,30,23,87.0,9.0,9.0,9.0,9.0,10.0,9.0,185.0
4180,t,strict_14_with_grace_period,t,7,North Beach,94133.0,37.79965436696213,-122.40902328622629,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,56,99.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
4181,f,strict_14_with_grace_period,f,4,Outer Mission,94112.0,37.72549878096956,-122.44041596755072,House,Private room,1,1.0,1.0,1.0,Real Bed,30,2,100.0,9.0,9.0,9.0,9.0,9.0,9.0,78.0
4182,f,strict_14_with_grace_period,f,1,Mission,94110.0,37.75706661508893,-122.41279108811626,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,30,46,95.0,10.0,10.0,10.0,10.0,10.0,9.0,279.0
4183,f,moderate,f,2,North Beach,94133.0,37.803128887097564,-122.40729300822952,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,169.0
4184,f,strict_14_with_grace_period,t,1475,Western Addition,94102.0,37.77056878110415,-122.42618096400841,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,157.0
4185,f,strict_14_with_grace_period,t,1475,South of Market,94158.0,37.776006271619046,-122.39542513474495,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,137.0
4186,f,strict_14_with_grace_period,t,1475,Western Addition,94102.0,37.770654377501245,-122.42774964378508,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,3,100.0,10.0,9.0,10.0,10.0,9.0,9.0,150.0
4187,f,strict_14_with_grace_period,t,1475,Western Addition,94102.0,37.770726880428654,-122.42721429911713,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,157.0
4188,f,strict_14_with_grace_period,t,1475,South of Market,94103.0,37.77688329171264,-122.41556503051176,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,127.0
4189,f,strict_14_with_grace_period,t,1475,Western Addition,94102.0,37.77086520675977,-122.42618412767393,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,157.0
4190,f,strict_14_with_grace_period,t,1475,South of Market,94158.0,37.774116631368265,-122.39196333090969,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
4191,f,moderate,f,1,Western Addition,94114.0,37.7779039069525,-122.4364324854206,Apartment,Entire home/apt,8,2.0,4.0,4.0,Real Bed,30,28,97.0,10.0,10.0,10.0,10.0,10.0,10.0,485.0
4192,f,moderate,f,1,Western Addition,94117.0,37.77468774562331,-122.43339038126236,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,30,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0
4193,f,strict_14_with_grace_period,f,66,Russian Hill,94109.0,37.80303172078802,-122.4209777965374,Apartment,Entire home/apt,3,2.0,2.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,196.0
4194,f,flexible,t,37,Nob Hill,94109.0,37.79154183076698,-122.42052358521313,Apartment,Shared room,2,5.0,1.0,2.0,Real Bed,30,2,90.0,9.0,9.0,10.0,9.0,9.0,8.0,42.0
4195,f,flexible,t,37,Nob Hill,94109.0,37.793271229740036,-122.41848581871096,Apartment,Shared room,2,5.0,1.0,2.0,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,42.0
4196,f,flexible,f,37,Nob Hill,94109.0,37.79285109906419,-122.42066436850405,Apartment,Private room,2,5.0,1.0,1.0,Real Bed,30,3,87.0,8.0,8.0,10.0,9.0,10.0,9.0,69.0
4197,f,flexible,f,37,Nob Hill,94109.0,37.79122213049268,-122.41938192731402,Apartment,Private room,1,5.0,1.0,1.0,Real Bed,30,2,80.0,8.0,10.0,9.0,7.0,9.0,9.0,66.0
4198,t,strict_14_with_grace_period,t,1,Mission,94110.0,37.754655433516795,-122.41197151919528,Townhouse,Entire home/apt,8,1.0,4.0,4.0,Real Bed,3,88,99.0,10.0,10.0,10.0,10.0,9.0,10.0,445.0
4199,f,strict_14_with_grace_period,f,1,South of Market,94107.0,37.782303473009904,-122.39483307889765,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,3,22,100.0,10.0,10.0,10.0,10.0,9.0,10.0,275.0
4200,f,flexible,f,1,Western Addition,94115.0,37.788660456212355,-122.43063225827608,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30,30,96.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
4201,t,flexible,t,1,Excelsior,94134.0,37.723614848971565,-122.4086258499919,House,Private room,2,1.0,1.0,1.0,Real Bed,1,121,98.0,10.0,10.0,10.0,10.0,9.0,10.0,90.0
4202,t,flexible,t,2,Pacific Heights,94109.0,37.7936439726484,-122.42309749347228,Guest suite,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,118,98.0,10.0,10.0,10.0,10.0,10.0,10.0,299.0
4203,t,strict_14_with_grace_period,f,1,Nob Hill,94108.0,37.794342992446865,-122.4129673158392,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
4204,f,moderate,t,1,Visitacion Valley,94134.0,37.709908521199296,-122.41966105799592,House,Private room,2,1.0,1.0,1.0,Real Bed,1,80,95.0,10.0,10.0,10.0,10.0,8.0,9.0,90.0
4205,t,strict_14_with_grace_period,f,1,Ocean View,94112.0,37.71180205474313,-122.45811760996487,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,2,51,98.0,10.0,10.0,10.0,10.0,9.0,10.0,99.0
4206,t,flexible,f,1,Parkside,94116.0,37.736684099500906,-122.4975033389944,House,Private room,2,1.0,1.0,1.0,Real Bed,2,23,97.0,10.0,9.0,10.0,10.0,9.0,10.0,59.0
4207,f,moderate,f,1,Financial District,94105.0,37.78913601072871,-122.39454863437435,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0
4208,t,strict_14_with_grace_period,f,1,Outer Sunset,94122.0,37.76251794450457,-122.50515949040745,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,143,99.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
4209,f,moderate,f,4,Visitacion Valley,94134.0,37.719708561167934,-122.40058329899679,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,30,27,90.0,10.0,9.0,10.0,10.0,9.0,9.0,90.0
4210,f,moderate,t,3,Downtown/Civic Center,94109.0,37.788601745469045,-122.4207919173189,Condominium,Private room,3,1.0,1.0,2.0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,89.0
4211,t,strict_14_with_grace_period,f,1,Noe Valley,94114.0,37.755670553824615,-122.43394230126013,Condominium,Entire home/apt,6,2.5,2.0,2.0,Real Bed,30,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,233.0
4212,t,moderate,f,2,Inner Richmond,94118.0,37.779597656593936,-122.45442220423729,Guest suite,Entire home/apt,4,1.0,1.0,3.0,Real Bed,2,31,99.0,10.0,10.0,10.0,10.0,10.0,9.0,280.0
4213,f,flexible,f,63,South of Market,94103.0,37.772351271108384,-122.41610849192585,Townhouse,Shared room,4,3.0,1.0,4.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,31.0
4214,f,flexible,f,63,South of Market,94103.0,37.773748312541024,-122.41784236671928,House,Shared room,4,1.0,1.0,4.0,Real Bed,30,1,80.0,10.0,8.0,10.0,10.0,10.0,10.0,40.0
4215,f,flexible,f,1,South of Market,94107.0,37.779481587174786,-122.40313496757284,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0
4216,f,moderate,f,2,North Beach,94133.0,37.79841252008472,-122.40482581489748,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,30,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
4217,f,flexible,f,37,Nob Hill,94109.0,37.79345546257578,-122.4190714177891,Apartment,Private room,1,5.0,1.0,1.0,Real Bed,30,4,85.0,10.0,9.0,10.0,10.0,10.0,9.0,59.0
4218,f,moderate,t,2,South of Market,94103.0,37.77609680421814,-122.41565106424164,Apartment,Private room,3,1.0,1.0,1.0,Pull-out Sofa,1,50,96.0,10.0,10.0,9.0,10.0,9.0,9.0,100.0
4219,f,strict_14_with_grace_period,f,29,Noe Valley,94110.0,37.75170907992968,-122.42622053331536,Townhouse,Entire home/apt,4,2.0,2.0,2.0,Real Bed,5,3,93.0,10.0,9.0,9.0,9.0,10.0,9.0,268.0
4220,t,strict_14_with_grace_period,f,15,Ocean View,94112.0,37.71678592444417,-122.45036391259742,House,Entire home/apt,5,3.0,4.0,4.0,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,209.0
4221,f,strict_14_with_grace_period,f,66,Chinatown,94108.0,37.79093449315668,-122.40850932570316,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,136.0
4222,t,flexible,t,5,Excelsior,94112.0,37.7169886650134,-122.43194363944227,Townhouse,Private room,4,3.0,1.0,2.0,Real Bed,1,56,93.0,10.0,9.0,10.0,10.0,9.0,9.0,80.0
4223,t,moderate,f,1,Glen Park,94131.0,37.7371877178285,-122.43126652435677,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,3,11,100.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
4224,t,moderate,f,4,Haight Ashbury,94117.0,37.76762841410781,-122.44967730558176,Condominium,Private room,2,0.0,1.0,1.0,Real Bed,1,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
4225,f,flexible,f,15,Inner Sunset,94122.0,37.765698251127134,-122.45967565497409,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,76.0
4226,f,moderate,t,4,Outer Richmond,94121.0,37.77232890938332,-122.50260009681291,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,43,94.0,10.0,10.0,10.0,9.0,9.0,9.0,73.0
4227,t,moderate,t,6,Outer Sunset,94122.0,37.76328735076196,-122.47868424043246,House,Private room,2,1.0,1.0,1.0,Real Bed,1,87,97.0,10.0,10.0,10.0,10.0,9.0,9.0,80.0
4228,t,flexible,t,1,Inner Sunset,94122.0,37.76229070594345,-122.47402469396096,House,Private room,2,1.5,1.0,1.0,Real Bed,1,84,94.0,10.0,9.0,10.0,10.0,10.0,9.0,125.0
4229,t,moderate,f,1,Western Addition,94115.0,37.7768736496536,-122.4409519023522,Apartment,Private room,2,1.0,1.0,1.0,Couch,1,62,99.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
4230,t,moderate,f,4,Haight Ashbury,94117.0,37.767955322299954,-122.44865268555316,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,2,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,75.0
4231,t,moderate,f,1,Outer Sunset,94122.0,37.75728575439891,-122.50366631690665,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,97,98.0,10.0,10.0,10.0,10.0,9.0,10.0,140.0
4232,t,moderate,f,1,Potrero Hill,94107.0,37.760503616830896,-122.4008768936056,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
4233,f,flexible,f,6,Downtown/Civic Center,94109.0,37.78527823791375,-122.4147746309078,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,2,10,94.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
4234,t,flexible,t,37,Chinatown,94108.0,37.79097443135735,-122.40677675472996,Boutique hotel,Private room,4,2.0,1.0,2.0,Real Bed,2,1,80.0,10.0,10.0,10.0,10.0,10.0,8.0,300.0
4235,t,moderate,f,1,Excelsior,94134.0,37.72556950932992,-122.4201218242545,House,Private room,2,1.0,1.0,1.0,Real Bed,2,67,96.0,10.0,9.0,10.0,10.0,9.0,10.0,65.0
4236,t,moderate,f,2,Seacliff,94121.0,37.78023428518402,-122.50665445177795,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,130.0
4237,t,moderate,f,3,Mission,94110.0,37.75511007045232,-122.41816705820645,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,2,77,100.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
4238,t,strict_14_with_grace_period,t,28,Haight Ashbury,94117.0,37.76901998310438,-122.45072129433836,Hostel,Private room,2,1.0,1.0,1.0,Real Bed,1,55,95.0,10.0,9.0,10.0,10.0,10.0,9.0,90.0
4239,f,flexible,t,37,Nob Hill,94109.0,37.793119349391866,-122.42077131459058,Apartment,Shared room,2,5.0,1.0,2.0,Real Bed,30,2,90.0,10.0,7.0,6.0,6.0,9.0,10.0,42.0
4240,f,flexible,f,2,Haight Ashbury,94117.0,37.77210708649071,-122.44822176473272,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,2,21,96.0,10.0,9.0,10.0,10.0,10.0,9.0,150.0
4241,t,moderate,f,1,Bernal Heights,94110.0,37.74257219517535,-122.4131109231747,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,23,99.0,10.0,10.0,10.0,10.0,10.0,10.0,280.0
4242,f,strict_14_with_grace_period,f,1,South of Market,94158.0,37.77483678124431,-122.39607066077879,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,60,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,140.0
4243,f,flexible,f,22,Castro/Upper Market,94114.0,37.765745242995045,-122.43054300267531,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
4244,t,moderate,f,4,Haight Ashbury,94117.0,37.76719884994654,-122.44952266813543,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,2,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
4245,f,moderate,f,2,Mission,94110.0,37.74861266424597,-122.4088526386352,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,30,4,100.0,9.0,10.0,10.0,10.0,10.0,10.0,275.0
4246,t,strict_14_with_grace_period,f,6,Nob Hill,94109.0,37.79007076069049,-122.41478816969902,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0
4247,f,flexible,f,2,Bernal Heights,94110.0,37.73598723638969,-122.42475167363196,House,Private room,1,2.0,1.0,1.0,Real Bed,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
4248,f,flexible,f,1,Western Addition,94117.0,37.7724857609284,-122.43543095610987,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
4250,f,flexible,f,37,Nob Hill,94109.0,37.79188547839151,-122.4207974315578,Apartment,Private room,1,5.0,1.0,1.0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,59.0
4251,t,moderate,t,1,Inner Richmond,94118.0,37.77474664561848,-122.47384833102473,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,2,26,97.0,10.0,10.0,10.0,10.0,10.0,9.0,120.0
4252,f,flexible,f,4,Bernal Heights,94110.0,37.740115705513475,-122.40878816343016,House,Private room,2,1.0,1.0,1.0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,113.0
4253,t,strict_14_with_grace_period,f,1,West of Twin Peaks,94112.0,37.72815390370162,-122.46153757637268,Guest suite,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,66,100.0,10.0,10.0,10.0,10.0,9.0,10.0,225.0
4254,t,flexible,f,3,Marina,94123.0,37.80121109498128,-122.43155956819479,Townhouse,Entire home/apt,4,1.0,3.0,3.0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,215.0
4255,f,moderate,t,4,Visitacion Valley,94134.0,37.7198882602715,-122.40002725508906,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,30,6,83.0,10.0,7.0,10.0,9.0,9.0,9.0,70.0
4256,t,flexible,t,5,Outer Sunset,94116.0,37.74709844792144,-122.47861672280823,House,Private room,2,2.0,1.0,2.0,Real Bed,30,74,99.0,10.0,10.0,10.0,10.0,9.0,10.0,40.0
4257,t,flexible,t,5,Parkside,94116.0,37.746601993442845,-122.47916988514262,House,Private room,2,2.0,1.0,2.0,Real Bed,30,72,98.0,10.0,10.0,10.0,10.0,9.0,10.0,40.0
4258,t,flexible,t,5,Parkside,94116.0,37.745060885401614,-122.47727174905417,House,Private room,3,2.0,1.0,2.0,Real Bed,30,86,97.0,10.0,10.0,10.0,10.0,9.0,10.0,50.0
4259,t,flexible,t,5,Parkside,94116.0,37.74656797936699,-122.47787195403313,House,Private room,3,2.0,1.0,2.0,Real Bed,30,75,97.0,10.0,10.0,10.0,10.0,9.0,10.0,50.0
4260,t,moderate,f,4,Glen Park,94131.0,37.737068296060755,-122.42969466955044,Loft,Entire home/apt,4,1.0,2.0,2.0,Real Bed,31,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
4261,f,moderate,t,2,Noe Valley,94114.0,37.74965860766496,-122.43297881808128,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,295.0
4262,t,moderate,f,2,Castro/Upper Market,94114.0,37.7610009946655,-122.44489287172968,Guest suite,Entire home/apt,1,1.0,1.0,1.0,Real Bed,1,54,97.0,10.0,10.0,10.0,10.0,10.0,9.0,135.0
4263,t,strict_14_with_grace_period,f,4,Marina,94123.0,37.8038909036444,-122.44480304083643,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,2,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
4264,t,moderate,t,5,Lakeshore,94132.0,37.73338486868265,-122.4737614036805,House,Private room,4,1.5,1.0,1.0,Real Bed,1,27,99.0,10.0,10.0,10.0,10.0,9.0,10.0,180.0
4265,f,moderate,t,2,Outer Sunset,94122.0,37.756156542057106,-122.47805975318836,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,2,102,94.0,10.0,10.0,10.0,10.0,9.0,9.0,80.0
4266,t,moderate,f,4,Outer Sunset,94122.0,37.757473738584544,-122.48785476628906,House,Private room,2,1.0,1.0,1.0,Real Bed,1,25,93.0,10.0,10.0,10.0,10.0,9.0,9.0,120.0
4267,f,strict_14_with_grace_period,t,1,Russian Hill,94133.0,37.805279936115,-122.41967288391592,Apartment,Entire home/apt,4,2.5,2.0,2.0,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
4268,f,strict_14_with_grace_period,t,1475,South of Market,94103.0,37.777349602050855,-122.41341373894626,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
